"WC1","Analytic1","Clout1","Authentic1","Tone1","WPS1","Sixltr1","Dic1","function1","pronoun1","ppron1","i1","we1","you1","shehe1","they1","ipron1","article1","prep1","auxverb1","adverb1","conj1","negate1","verb1","adj1","compare1","interrog1","number1","quant1","affect1","posemo1","negemo1","anx1","anger1","sad1","social1","family1","friend1","female","male1","cogproc1","insight1","cause1","discrep1","tentat1","certain1","differ1","percept1","see1","hear1","feel1","bio1","body1","health1","sexual1","ingest1","drives1","affiliation1","achieve1","power1","reward1","risk1","focuspast1","focuspresent1","focusfuture1","relativ1","motion1","space1","time1","work1","leisure1","home1","money1","relig1","death1","informal1","swear1","netspeak1","assent1","nonflu1","filler1","AllPunc1","Period1","Comma1","Colon1","SemiC1","QMark1","Exclam1","Dash1","Quote1","Apostro1","Parenth1","OtherP1","WC2","Analytic2","Clout2","Authentic2","Tone2","WPS2","Sixltr2","Dic2","function2","pronoun2","ppron2","i2","we2","you2","shehe2","they2","ipron2","article2","prep2","auxverb2","adverb2","conj2","negate2","verb2","adj2","compare2","interrog2","number2","quant2","affect2","posemo2","negemo2","anx2","anger2","sad2","social2","family2","friend2","female2","male2","cogproc2","insight2","cause2","discrep2","tentat2","certain2","differ2","percept2","see2","hear2","feel2","bio2","body2","health2","sexual2","ingest2","drives2","affiliation2","achieve2","power2","reward2","risk2","focuspast2","focuspresent2","focusfuture2","relativ2","motion2","space2","time2","work2","leisure2","home2","money2","relig2","death2","informal2","swear2","netspeak2","assent2","nonflu2","filler2","AllPunc2","Period2","Comma2","Colon2","SemiC2","QMark2","Exclam2","Dash2","Quote2","Apostro2","Parenth2","OtherP2","WC3","Analytic3","Clout3","Authentic3","Tone3","WPS3","Sixltr3","Dic3","function3","pronoun3","ppron3","i3","we3","you3","shehe3","they3","ipron3","article3","prep3","auxverb3","adverb3","conj3","negate3","verb3","adj3","compare3","interrog3","number3","quant3","affect3","posemo3","negemo3","anx3","anger3","sad3","social3","family3","friend3","female3","male3","cogproc3","insight3","cause3","discrep3","tentat3","certain3","differ3","percept3","see3","hear3","feel3","bio3","body3","health3","sexual3","ingest3","drives3","affiliation3","achieve3","power3","reward3","risk3","focuspast3","focuspresent3","focusfuture3","relativ3","motion3","space3","time3","work3","leisure3","home3","money3","relig3","death3","informal3","swear3","netspeak3","assent3","nonflu3","filler3","AllPunc3","Period3","Comma3","Colon3","SemiC3","QMark3","Exclam3","Dash3","Quote3","Apostro3","Parenth3","OtherP3","cdi1","cdi2","cdi3"
135,55.62,35.54,82.75,79.71,22.5,22.96,90.37,57.04,13.33,5.93,2.96,2.96,0,0,0,7.41,5.93,15.56,10.37,5.93,8.89,1.48,17.04,6.67,3.7,1.48,0,2.22,8.89,5.93,2.96,0,0,0.74,4.44,0,0,0,0,27.41,8.15,5.19,2.96,4.44,4.44,6.67,0.74,0.74,0,0,0,0,0,0,0,17.04,4.44,3.7,3.7,3.7,2.22,2.22,14.07,2.96,11.85,0.74,8.15,2.96,0.74,0,0,0,0,0,0,0,0,0,0,0,11.85,4.44,5.19,0,0,0,0,0,0,2.22,0,0,126,81.52,80.86,19.65,70.57,15.75,21.43,91.27,61.9,15.08,5.56,0,0,3.17,0,2.38,9.52,12.7,16.67,10.32,3.97,3.97,3.97,19.05,3.17,1.59,3.97,0,1.59,3.17,2.38,0,0,0,0,11.9,0,0,0,0,11.11,1.59,1.59,3.17,2.38,0.79,2.38,3.17,3.17,0,0,2.38,0,1.59,0,0.79,3.97,0,0,1.59,2.38,0,0,11.9,0,15.08,0,13.49,1.59,0,0.79,0,0,0,0,0,0,0,0,0,0,11.9,5.56,3.17,0,0,0.79,0,0,0,2.38,0,0,86,55.38,40.82,49.53,10.92,14.33,29.07,84.88,46.51,5.81,0,0,0,0,0,0,5.81,4.65,12.79,10.47,9.3,8.14,2.33,15.12,2.33,1.16,1.16,0,6.98,5.81,2.33,3.49,0,0,0,4.65,0,0,0,0,24.42,9.3,3.49,3.49,4.65,1.16,4.65,1.16,0,1.16,0,0,0,0,0,0,10.47,1.16,0,3.49,1.16,4.65,4.65,12.79,0,10.47,1.16,5.81,3.49,1.16,0,0,2.33,0,0,0,0,0,0,0,0,16.28,6.98,5.81,0,0,0,0,0,0,3.49,0,0,11.48,22.06,11.39
164,85.82,83.54,40.2,36.5,23.43,29.88,79.88,51.83,8.54,4.88,0.61,3.05,0,0,1.22,3.66,6.1,18.29,8.54,5.49,7.32,0,10.37,6.71,4.27,1.22,0,2.44,3.05,1.83,1.22,0,0,0,10.98,0,0,0,0,10.37,3.05,3.66,0.61,1.83,0,3.66,2.44,1.22,0,0.61,1.22,0,1.22,0,0,10.98,3.05,4.88,3.05,0.61,0,0,8.54,1.22,12.8,0.61,8.54,4.27,0.61,0,0,0,0,0,0,0,0,0,0,0,11.59,4.88,6.1,0,0,0,0,0.61,0,0,0,0,147,90.62,50,33.04,91.78,24.5,27.21,80.95,51.02,4.76,0,0,0,0,0,0,4.76,12.93,12.24,9.52,4.08,6.8,2.04,11.56,3.4,2.72,1.36,2.72,4.08,5.44,4.76,0.68,0,0,0.68,7.48,0,0,0,0,10.88,2.04,0.68,0,2.72,0.68,5.44,2.04,1.36,0,0,0,0,0,0,0,10.88,4.08,0.68,5.44,2.04,0,0.68,11.56,0.68,10.88,0.68,9.52,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,9.52,4.08,5.44,0,0,0,0,0,0,0,0,0,160,95.82,47.5,24.58,1.42,20,26.25,85.62,48.75,5,0.62,0,0,0,0,0.62,4.38,10,16.88,8.75,2.5,6.25,0.62,13.12,6.25,2.5,0,0,4.38,6.88,1.88,5,0.62,1.25,1.25,5,0,0,0,0,18.12,5.62,3.75,2.5,4.38,1.25,5,0,0,0,0,2.5,0,0,0,2.5,3.75,0,0.62,0.62,0.62,1.88,4.38,8.75,0,8.75,0,6.25,2.5,0.62,1.25,0,0.62,0,0,0,0,0,0,0,0,12.5,5,7.5,0,0,0,0,0,0,0,0,0,24.5,27.97,33.76
115,46.46,72.86,80.16,58.68,16.43,14.78,97.39,60,19.13,12.17,2.61,0.87,0,0,8.7,6.96,5.22,14.78,7.83,6.09,4.35,4.35,19.13,3.48,0.87,1.74,0,0.87,1.74,1.74,0,0,0,0,16.52,0,0,0,0,20,9.57,2.61,2.61,4.35,0.87,4.35,2.61,0.87,1.74,0,0,0,0,0,0,4.35,2.61,0,2.61,0.87,0,3.48,13.91,0,12.17,0.87,2.61,8.7,5.22,0,0,0,0,0,0.87,0,0,0.87,0,0,11.3,6.09,5.22,0,0,0,0,0,0,0,0,0,123,81.15,40.36,61.58,91.65,12.3,21.14,82.93,43.09,6.5,2.44,2.44,0,0,0,0,4.07,6.5,11.38,10.57,4.07,3.25,1.63,14.63,9.76,4.07,0,2.44,4.88,7.32,5.69,1.63,0,0,0.81,5.69,0,0,0,0,17.07,3.25,0.81,3.25,4.07,3.25,4.07,0.81,0.81,0,0,0,0,0,0,0,7.32,0,0.81,4.88,1.63,0,2.44,11.38,0,16.26,0.81,11.38,4.07,0.81,0.81,0.81,0.81,0,0,0,0,0,0,0,0,10.57,7.32,3.25,0,0,0,0,0,0,0,0,0,80,44.33,50,5.22,25.77,13.33,22.5,85,57.5,15,3.75,2.5,0,0,0,1.25,11.25,6.25,11.25,15,2.5,5,2.5,23.75,1.25,1.25,0,0,0,5,2.5,2.5,0,0,0,8.75,0,0,0,0,21.25,3.75,2.5,6.25,2.5,2.5,3.75,1.25,1.25,0,0,2.5,2.5,0,0,0,1.25,0,0,0,0,1.25,0,15,0,7.5,1.25,3.75,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,8.25,21.85,7.5
137,78.43,82.87,81.04,8.39,19.57,23.36,88.32,59.12,11.68,6.57,0.73,5.11,0,0,0.73,5.11,5.11,19.71,11.68,3.65,6.57,0.73,16.06,2.19,2.19,0,0,2.19,2.92,0.73,2.19,0,0,0,9.49,0,0,0,0,14.6,3.65,2.19,2.19,2.92,2.19,3.65,0.73,0.73,0,0,0.73,0,0.73,0,0,12.41,5.11,5.11,1.46,2.19,0.73,1.46,13.14,1.46,20.44,5.84,8.03,6.57,0.73,1.46,0,0,0,0,0,0,0,0,0,0,12.41,5.11,6.57,0,0,0,0,0,0,0.73,0,0,169,49.4,63.89,20.13,70.33,28.17,23.67,86.98,56.21,13.02,4.73,0.59,0,2.37,0,1.78,8.28,7.1,13.02,8.88,8.28,8.28,2.37,11.83,8.88,4.14,1.18,0,4.73,2.37,2.37,0,0,0,0,9.47,0,0,0,0,14.2,1.78,1.78,1.78,1.18,3.55,5.33,1.18,1.18,0,0,1.18,0,1.18,0,0,4.73,1.18,0,2.37,1.18,0,1.18,10.65,0,10.06,0,10.06,0,1.18,0,0,0,0,0,1.18,0,0,1.18,0,0,8.28,3.55,4.73,0,0,0,0,0,0,0,0,0,164,81.54,72.89,64.14,88.08,20.5,22.56,90.24,54.88,10.37,3.05,0.61,1.83,0.61,0,0,7.32,6.71,18.29,9.15,6.71,5.49,1.22,14.63,3.66,1.83,0.61,0,5.49,7.93,5.49,1.83,0.61,0,0,8.54,0,0,0,0,21.34,6.71,2.44,1.22,4.27,4.27,3.05,0,0,0,0,0.61,0,0.61,0,0,7.32,1.83,0.61,1.83,1.22,1.83,1.22,14.02,1.22,14.02,1.22,9.76,2.44,1.22,0,0,0,0,0,0,0,0,0,0,0,10.98,4.88,3.66,0,0,0,0,0,0,2.44,0,0,20.51,9.3,22.06
84,91.6,79.76,17.86,25.77,12,20.24,90.48,47.62,14.29,7.14,1.19,0,0,0,5.95,7.14,7.14,16.67,5.95,1.19,2.38,1.19,21.43,1.19,1.19,0,0,2.38,7.14,3.57,3.57,0,0,1.19,10.71,0,0,0,0,17.86,4.76,4.76,5.95,1.19,3.57,0,0,0,0,0,8.33,5.95,2.38,0,0,14.29,1.19,5.95,4.76,2.38,3.57,0,17.86,0,15.48,1.19,4.76,10.71,0,2.38,0,0,0,0,1.19,0,0,1.19,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,97,82.87,82.33,1.74,99,16.17,26.8,80.41,48.45,9.28,2.06,1.03,0,1.03,0,0,7.22,10.31,10.31,12.37,2.06,4.12,0,14.43,6.19,1.03,0,0,2.06,8.25,8.25,0,0,0,0,9.28,0,0,0,0,5.15,2.06,1.03,1.03,1.03,0,0,3.09,2.06,0,1.03,0,0,0,0,0,7.22,1.03,2.06,3.09,2.06,0,1.03,11.34,3.09,6.19,0,4.12,2.06,2.06,0,0,0,0,0,1.03,0,0,1.03,0,0,6.19,6.19,0,0,0,0,0,0,0,0,0,0,110,75.35,89.83,26.73,42.25,15.71,21.82,89.09,50,12.73,7.27,0.91,0,0.91,0,5.45,5.45,5.45,14.55,10.91,0.91,5.45,0.91,20,5.45,3.64,0.91,0,4.55,5.45,2.73,1.82,0,0,0,16.36,0,0,0,0,16.36,5.45,3.64,0.91,6.36,0.91,2.73,5.45,1.82,2.73,0.91,3.64,1.82,0,1.82,0,5.45,0,0.91,1.82,0.91,1.82,0,18.18,1.82,9.09,0.91,5.45,1.82,0,0,0,0,0,0,0.91,0,0,0.91,0,0,7.27,6.36,0,0,0,0,0,0,0,0.91,0,0,28.82,22.79,19.1
98,28.22,72.97,21.8,91.78,16.33,24.49,89.8,57.14,19.39,9.18,2.04,3.06,0,0,4.08,10.2,4.08,11.22,10.2,6.12,5.1,3.06,16.33,3.06,1.02,2.04,0,4.08,6.12,5.1,1.02,0,0,0,10.2,0,0,0,0,11.22,3.06,0,1.02,4.08,2.04,2.04,1.02,1.02,0,0,2.04,2.04,0,0,0,11.22,3.06,5.1,1.02,2.04,0,0,11.22,5.1,10.2,2.04,6.12,4.08,2.04,0,0,0,0,0,0,0,0,0,0,0,10.2,6.12,2.04,0,0,0,0,0,0,2.04,0,0,108,91.89,50,87.07,77,18,18.52,87.04,47.22,9.26,3.7,0,0,0,0,3.7,5.56,4.63,19.44,6.48,5.56,2.78,0.93,14.81,8.33,6.48,3.7,1.85,6.48,4.63,3.7,0.93,0.93,0,0,6.48,0,0,0,0,14.81,4.63,0,0.93,2.78,1.85,5.56,0,0,0,0,0,0,0,0,0,3.7,0,0.93,0.93,1.85,0,1.85,9.26,0,18.52,2.78,11.11,6.48,3.7,0,0,0,0,0,0,0,0,0,0,0,12.04,5.56,6.48,0,0,0,0,0,0,0,0,0,97,94.63,73.19,34.18,4.66,16.17,27.84,82.47,49.48,11.34,5.15,0,0,0,2.06,3.09,6.19,5.15,21.65,7.22,2.06,3.09,1.03,12.37,4.12,0,1.03,0,2.06,8.25,2.06,4.12,1.03,1.03,0,11.34,0,0,0,2.06,15.46,3.09,1.03,2.06,5.15,1.03,4.12,2.06,1.03,0,1.03,2.06,1.03,1.03,0,0,9.28,1.03,2.06,6.19,0,1.03,1.03,7.22,1.03,15.46,5.15,8.25,1.03,4.12,0,0,0,1.03,0,0,0,0,0,0,0,14.43,6.19,5.15,0,0,0,0,0,0,3.09,0,0,1.44,29.06,32.06
158,48.9,92.71,49.24,73.09,26.33,12.03,89.24,62.03,18.35,11.39,1.27,10.13,0,0,0,6.96,6.96,17.09,11.39,6.33,6.33,2.53,16.46,10.13,8.23,0.63,0,5.7,3.8,3.16,0.63,0,0,0,11.39,0,0,0,0,14.56,2.53,3.16,0.63,3.16,2.53,3.16,0,0,0,0,0.63,0,0.63,0,0,13.29,10.13,1.9,0.63,0,0.63,0.63,13.92,3.16,14.56,1.27,8.86,4.43,0,0.63,0,0.63,0,0,0.63,0,0,0.63,0,0,12.03,3.8,5.06,0,0,0,0,0,0,3.16,0,0,109,82.64,26.03,62.65,60.56,18.17,22.02,84.4,50.46,9.17,1.83,0.92,0,0,0,0.92,7.34,9.17,12.84,6.42,6.42,4.59,2.75,12.84,5.5,4.59,0,0.92,8.26,1.83,1.83,0,0,0,0,7.34,0,0,0,0,25.69,2.75,1.83,0,9.17,2.75,10.09,0.92,0.92,0,0,0,0,0,0,0,1.83,0.92,0,0.92,0,0,0,11.01,1.83,9.17,0.92,8.26,0,0,0,0,0,0.92,0,0,0,0,0,0,0,11.93,5.5,3.67,0,0,0,0,0,0,2.75,0,0,114,93.64,83.27,23.51,1,19,20.18,92.98,52.63,10.53,6.14,0,4.39,0,0,1.75,4.39,13.16,14.91,5.26,5.26,5.26,0.88,17.54,7.02,4.39,0.88,0,4.39,7.02,1.75,5.26,0,1.75,0,11.4,1.75,0,0,0,16.67,4.39,0.88,4.39,5.26,0,5.26,3.51,1.75,0.88,0.88,1.75,0.88,0.88,0,0,15.79,7.02,0.88,5.26,0.88,2.63,0.88,10.53,0.88,11.4,2.63,8.77,0,1.75,0.88,0.88,0.88,0,0,1.75,0,0,0.88,0.88,0,8.77,5.26,2.63,0,0,0,0,0,0,0,0,0.88,9.12,22.66,30.88
79,88.35,69.37,87.31,99,11.29,27.85,89.87,43.04,6.33,1.27,0,1.27,0,0,0,5.06,1.27,20.25,8.86,2.53,6.33,1.27,16.46,10.13,6.33,1.27,0,3.8,6.33,6.33,0,0,0,0,7.59,0,0,0,0,16.46,6.33,3.8,0,2.53,1.27,2.53,0,0,0,0,1.27,0,0,0,1.27,13.92,1.27,11.39,1.27,5.06,0,6.33,5.06,5.06,18.99,6.33,6.33,6.33,3.8,0,0,2.53,0,0,0,0,0,0,0,0,8.86,8.86,0,0,0,0,0,0,0,0,0,0,104,82,68.46,13.65,43.27,14.86,22.12,84.62,48.08,5.77,2.88,0,1.92,0.96,0,0,2.88,5.77,17.31,5.77,8.65,9.62,0.96,13.46,10.58,6.73,2.88,0.96,0.96,2.88,1.92,0.96,0,0,0.96,9.62,0,0,0,0,13.46,0.96,1.92,3.85,4.81,0.96,6.73,1.92,1.92,0,0,0.96,0,0.96,0,0,5.77,2.88,0.96,1.92,0,0,2.88,7.69,0,10.58,0,8.65,1.92,7.69,0,0,1.92,0,0,1.92,0,0,0,1.92,0,10.58,6.73,3.85,0,0,0,0,0,0,0,0,0,71,40.28,61.1,17.93,99,14.2,23.94,87.32,54.93,8.45,0,0,0,0,0,0,8.45,4.23,14.08,15.49,9.86,7.04,1.41,21.13,5.63,2.82,5.63,1.41,2.82,7.04,7.04,0,0,0,0,5.63,0,0,0,0,15.49,1.41,7.04,1.41,1.41,2.82,1.41,1.41,0,0,1.41,0,0,0,0,0,7.04,0,2.82,4.23,1.41,0,4.23,12.68,1.41,14.08,0,4.23,8.45,1.41,0,0,0,0,0,0,0,0,0,0,0,7.04,7.04,0,0,0,0,0,0,0,0,0,0,26.2,22.32,6.06
67,32.48,91.04,15.56,8.14,13.4,17.91,82.09,58.21,17.91,13.43,2.99,10.45,0,0,0,4.48,1.49,16.42,13.43,2.99,7.46,2.99,19.4,8.96,7.46,0,0,7.46,4.48,1.49,2.99,0,0,0,10.45,0,0,0,0,11.94,4.48,0,2.99,4.48,1.49,1.49,0,0,0,0,1.49,0,1.49,0,0,16.42,10.45,1.49,2.99,1.49,1.49,0,13.43,4.48,8.96,0,7.46,1.49,2.99,0,0,0,0,0,0,0,0,0,0,0,16.42,7.46,5.97,0,0,0,0,0,0,2.99,0,0,75,83.85,88.48,60.95,75.29,12.5,10.67,93.33,57.33,18.67,10.67,2.67,0,4,0,4,8,10.67,16,12,1.33,1.33,0,17.33,6.67,4,4,1.33,4,2.67,2.67,0,0,0,0,12,0,0,0,0,10.67,4,1.33,1.33,1.33,1.33,1.33,5.33,5.33,0,0,1.33,0,1.33,0,0,9.33,1.33,2.67,2.67,2.67,0,0,16,0,16,0,14.67,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,12,8,2.67,0,0,0,0,0,0,1.33,0,0,81,55.62,77.05,73.07,72.05,16.2,19.75,92.59,55.56,17.28,3.7,2.47,1.23,0,0,0,13.58,7.41,13.58,8.64,7.41,6.17,0,16.05,8.64,8.64,2.47,0,4.94,4.94,3.7,1.23,0,0,1.23,8.64,0,0,0,0,11.11,3.7,1.23,0,4.94,1.23,0,2.47,2.47,0,0,0,0,0,0,0,3.7,1.23,0,0,1.23,1.23,1.23,13.58,2.47,18.52,4.94,8.64,7.41,0,0,0,0,0,0,0,0,0,0,0,0,12.35,6.17,6.17,0,0,0,0,0,0,0,0,0,3.13,23.34,11.49
125,98.77,78.82,24.19,3.24,20.83,39.2,75.2,43.2,7.2,2.4,0.8,0.8,0,0,0.8,4.8,9.6,18.4,3.2,1.6,4.8,0,6.4,4.8,2.4,0,0,1.6,7.2,2.4,4.8,0,3.2,0,9.6,0,0,0,0,7.2,1.6,1.6,0.8,0,2.4,1.6,1.6,0.8,0.8,0,0.8,0,0.8,0,0,7.2,1.6,1.6,4,0,0,2.4,2.4,0.8,13.6,0.8,8,4.8,4,3.2,0,0,0,0,0,0,0,0,0,0,12,4.8,4.8,0,0,0,0,2.4,0,0,0,0,109,89.74,79.55,8.71,13.38,18.17,30.28,78.9,48.62,7.34,1.83,0,0,0,0,1.83,5.5,8.26,16.51,5.5,3.67,10.09,0.92,5.5,5.5,3.67,0.92,1.83,2.75,0.92,0,0.92,0,0,0.92,12.84,0,0,0,0,8.26,0,1.83,0.92,0.92,2.75,3.67,0.92,0.92,0,0,0,0,0,0,0,1.83,0,0.92,0.92,0,0,0,5.5,0,10.09,2.75,5.5,1.83,0,0,0.92,0,0,0,0,0,0,0,0,0,12.84,5.5,5.5,0,0,0,0,0.92,0,0.92,0,0,100,95.99,54,25.24,96.76,20,32,82,53,8,3,0,0,0,0,3,5,11,19,6,2,8,2,10,9,4,0,0,1,7,6,1,0,0,0,9,0,0,0,0,17,4,1,1,4,5,6,2,0,1,1,1,1,0,0,0,3,0,2,1,0,0,2,7,0,8,0,7,1,2,1,0,0,1,0,1,0,0,1,0,0,15,5,5,0,0,0,0,1,4,0,0,0,41.2,27.26,34
20,51.43,99,15.86,25.77,20,15,95,60,20,10,0,10,0,0,0,10,5,15,15,0,0,5,25,10,10,5,0,5,0,0,0,0,0,0,25,0,0,0,0,25,5,10,5,0,0,5,0,0,0,0,5,0,5,0,0,10,10,0,0,0,0,0,25,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,26,99,93.79,5.76,89.84,26,30.77,96.15,50,3.85,0,0,0,0,0,0,3.85,11.54,23.08,7.69,0,3.85,0,11.54,3.85,0,0,3.85,0,3.85,3.85,0,0,0,0,15.38,0,0,0,0,7.69,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,15.38,3.85,11.54,0,3.85,0,0,15.38,0,7.69,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85.18,72.17,6.2,25.77,17,23.53,100,58.82,5.88,0,0,0,0,0,0,5.88,23.53,5.88,23.53,0,5.88,0,29.41,17.65,11.76,0,0,5.88,11.76,5.88,5.88,0,0,0,5.88,0,0,0,0,23.53,5.88,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,11.76,0,0,5.88,0,5.88,5.88,17.65,5.88,11.76,0,11.76,0,0,0,0,5.88,0,0,0,0,0,0,0,0,17.65,0,11.76,0,0,0,0,0,0,5.88,0,0,10,49.23,24.12
78,49.96,99,17.46,73.64,13,16.67,88.46,62.82,21.79,14.1,1.28,12.82,0,0,0,7.69,5.13,16.67,8.97,8.97,2.56,0,15.38,2.56,2.56,0,1.28,3.85,5.13,3.85,1.28,0,0,1.28,14.1,0,0,0,0,17.95,2.56,2.56,1.28,8.97,3.85,1.28,0,0,0,0,0,0,0,0,0,16.67,12.82,3.85,0,0,0,2.56,14.1,0,11.54,1.28,6.41,3.85,1.28,0,0,1.28,0,0,1.28,0,0,1.28,0,0,11.54,7.69,3.85,0,0,0,0,0,0,0,0,0,70,70.76,28.39,62.17,78.19,14,12.86,90,64.29,15.71,10,7.14,0,1.43,0,1.43,5.71,11.43,15.71,8.57,7.14,2.86,5.71,11.43,2.86,2.86,0,0,2.86,2.86,2.86,0,0,0,0,10,0,0,0,0,14.29,2.86,2.86,0,0,4.29,4.29,1.43,0,0,1.43,1.43,0,1.43,0,0,2.86,1.43,0,1.43,0,0,0,12.86,0,8.57,0,8.57,0,1.43,0,0,0,0,0,1.43,0,0,1.43,0,0,15.71,7.14,4.29,0,0,0,0,0,0,4.29,0,0,72,89.71,33.83,74.76,51.78,14.4,18.06,86.11,59.72,13.89,6.94,6.94,0,0,0,0,6.94,6.94,22.22,12.5,1.39,2.78,1.39,22.22,4.17,11.11,0,0,4.17,1.39,1.39,0,0,0,0,6.94,0,0,0,0,22.22,9.72,1.39,1.39,2.78,4.17,2.78,9.72,1.39,1.39,6.94,1.39,0,0,0,0,5.56,1.39,0,1.39,2.78,0,1.39,22.22,0,6.94,0,5.56,1.39,0,2.78,0,0,0,0,0,0,0,0,0,0,9.72,6.94,1.39,0,0,0,0,0,0,1.39,0,0,9.51,17.15,27.22
107,91.88,84.81,70.89,13.19,17.83,14.95,93.46,49.53,13.08,3.74,0,0.93,0,0,2.8,9.35,8.41,15.89,9.35,1.87,0.93,0,20.56,10.28,3.74,0.93,1.87,2.8,4.67,1.87,2.8,0,0,0,10.28,0,0,0,0,12.15,7.48,0.93,1.87,1.87,0.93,0.93,3.74,0,2.8,0.93,0.93,0.93,0,0,0,8.41,0.93,1.87,3.74,0,1.87,3.74,14.02,0,17.76,0.93,6.54,10.28,8.41,0,0,0.93,0,0,0,0,0,0,0,0,10.28,5.61,0.93,0,0,0,0,0,0,3.74,0,0,104,78.16,68.46,74.76,43.27,14.86,15.38,95.19,52.88,8.65,5.77,0.96,0,2.88,1.92,0,2.88,9.62,14.42,10.58,7.69,5.77,0.96,18.27,6.73,4.81,0,2.88,2.88,0.96,0.96,0,0,0,0,10.58,0,0,0.96,0.96,15.38,2.88,0,2.88,4.81,1.92,6.73,2.88,1.92,0,0,1.92,0.96,0.96,0,0,1.92,0,0,1.92,0,0,0,13.46,2.88,19.23,2.88,15.38,0.96,1.92,0,1.92,0,0,0,0.96,0,0,0.96,0,0,12.5,6.73,1.92,0,0,0,0,0,0,2.88,0,0.96,111,62.04,64.09,6.09,75.85,12.33,23.42,90.09,59.46,18.02,6.31,1.8,0.9,0,0,3.6,11.71,8.11,15.32,12.61,2.7,4.5,1.8,21.62,4.5,2.7,5.41,0.9,3.6,6.31,4.5,1.8,0,0,0,10.81,0,0,0,0,19.82,4.5,1.8,3.6,8.11,1.8,4.5,2.7,1.8,0.9,0,0.9,0,0.9,0,0,8.11,1.8,0.9,3.6,2.7,0,1.8,14.41,0.9,4.5,0.9,1.8,1.8,4.5,0.9,0.9,1.8,0,0,0,0,0,0,0,0,11.71,5.41,1.8,0,0,2.7,0,0,0,1.8,0,0,29.06,20.39,13.8
68,45.56,27.83,81.91,25.77,22.67,11.76,91.18,60.29,20.59,14.71,10.29,1.47,1.47,1.47,0,5.88,5.88,17.65,8.82,5.88,7.35,2.94,23.53,1.47,1.47,1.47,1.47,1.47,2.94,1.47,1.47,0,0,0,5.88,0,0,1.47,0,14.71,2.94,5.88,1.47,0,2.94,1.47,0,0,0,0,0,0,0,0,0,7.35,1.47,2.94,1.47,1.47,0,1.47,17.65,1.47,14.71,2.94,5.88,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,2.94,1.47,0,0,1.47,0,0,0,0,0,0,76,73.18,78.51,67.26,9.56,15.2,10.53,85.53,52.63,7.89,5.26,1.32,0,3.95,0,0,2.63,5.26,17.11,9.21,7.89,7.89,1.32,15.79,13.16,10.53,1.32,0,6.58,1.32,0,1.32,0,0,0,10.53,0,0,0,0,17.11,5.26,2.63,3.95,3.95,1.32,3.95,1.32,1.32,0,0,0,0,0,0,0,6.58,0,0,5.26,0,1.32,1.32,13.16,2.63,17.11,0,13.16,3.95,0,0,0,0,0,1.32,0,0,0,0,0,0,6.58,6.58,0,0,0,0,0,0,0,0,0,0,41,16.48,92.82,7.12,71.55,8.2,12.2,87.8,56.1,19.51,7.32,0,4.88,0,0,2.44,12.2,0,12.2,12.2,4.88,9.76,0,21.95,0,0,2.44,0,4.88,2.44,2.44,0,0,0,0,9.76,0,0,0,0,12.2,0,4.88,0,2.44,4.88,0,0,0,0,0,2.44,0,2.44,0,0,7.32,4.88,0,2.44,0,0,0,17.07,2.44,12.2,2.44,7.32,2.44,0,9.76,0,0,0,0,0,0,0,0,0,0,14.63,7.32,0,0,0,0,2.44,0,0,0,4.88,0,7.95,18.17,-4.16
