"WC1","Analytic1","Clout1","Authentic1","Tone1","WPS1","Sixltr1","Dic1","function1","pronoun1","ppron1","i1","we1","you1","shehe1","they1","ipron1","article1","prep1","auxverb1","adverb1","conj1","negate1","verb1","adj1","compare1","interrog1","number1","quant1","affect1","posemo1","negemo1","anx1","anger1","sad1","social1","family1","friend1","female","male1","cogproc1","insight1","cause1","discrep1","tentat1","certain1","differ1","percept1","see1","hear1","feel1","bio1","body1","health1","sexual1","ingest1","drives1","affiliation1","achieve1","power1","reward1","risk1","focuspast1","focuspresent1","focusfuture1","relativ1","motion1","space1","time1","work1","leisure1","home1","money1","relig1","death1","informal1","swear1","netspeak1","assent1","nonflu1","filler1","AllPunc1","Period1","Comma1","Colon1","SemiC1","QMark1","Exclam1","Dash1","Quote1","Apostro1","Parenth1","OtherP1","WC2","Analytic2","Clout2","Authentic2","Tone2","WPS2","Sixltr2","Dic2","function2","pronoun2","ppron2","i2","we2","you2","shehe2","they2","ipron2","article2","prep2","auxverb2","adverb2","conj2","negate2","verb2","adj2","compare2","interrog2","number2","quant2","affect2","posemo2","negemo2","anx2","anger2","sad2","social2","family2","friend2","female2","male2","cogproc2","insight2","cause2","discrep2","tentat2","certain2","differ2","percept2","see2","hear2","feel2","bio2","body2","health2","sexual2","ingest2","drives2","affiliation2","achieve2","power2","reward2","risk2","focuspast2","focuspresent2","focusfuture2","relativ2","motion2","space2","time2","work2","leisure2","home2","money2","relig2","death2","informal2","swear2","netspeak2","assent2","nonflu2","filler2","AllPunc2","Period2","Comma2","Colon2","SemiC2","QMark2","Exclam2","Dash2","Quote2","Apostro2","Parenth2","OtherP2","WC3","Analytic3","Clout3","Authentic3","Tone3","WPS3","Sixltr3","Dic3","function3","pronoun3","ppron3","i3","we3","you3","shehe3","they3","ipron3","article3","prep3","auxverb3","adverb3","conj3","negate3","verb3","adj3","compare3","interrog3","number3","quant3","affect3","posemo3","negemo3","anx3","anger3","sad3","social3","family3","friend3","female3","male3","cogproc3","insight3","cause3","discrep3","tentat3","certain3","differ3","percept3","see3","hear3","feel3","bio3","body3","health3","sexual3","ingest3","drives3","affiliation3","achieve3","power3","reward3","risk3","focuspast3","focuspresent3","focusfuture3","relativ3","motion3","space3","time3","work3","leisure3","home3","money3","relig3","death3","informal3","swear3","netspeak3","assent3","nonflu3","filler3","AllPunc3","Period3","Comma3","Colon3","SemiC3","QMark3","Exclam3","Dash3","Quote3","Apostro3","Parenth3","OtherP3","cdi1","cdi2","cdi3"
57,96.69,63.73,28.23,1,14.25,26.32,94.74,38.6,8.77,0,0,0,0,0,0,8.77,8.77,14.04,0,3.51,5.26,0,7.02,8.77,0,5.26,0,0,7.02,1.75,5.26,0,5.26,0,5.26,0,0,0,0,17.54,7.02,10.53,0,3.51,0,1.75,7.02,1.75,3.51,0,8.77,7.02,1.75,0,0,7.02,0,1.75,1.75,1.75,1.75,0,3.51,0,8.77,0,3.51,5.26,0,0,0,0,0,0,3.51,0,0,3.51,0,0,15.79,5.26,1.75,0,0,3.51,0,0,1.75,1.75,0,1.75,45,99,74.76,71.7,99,22.5,26.67,84.44,40,2.22,0,0,0,0,0,0,2.22,13.33,15.56,0,4.44,8.89,0,2.22,6.67,4.44,0,0,2.22,6.67,6.67,0,0,0,0,6.67,0,0,0,0,6.67,4.44,0,0,2.22,0,0,2.22,2.22,0,0,0,0,0,0,0,8.89,2.22,0,6.67,0,0,0,4.44,0,20,2.22,15.56,4.44,6.67,2.22,0,2.22,0,0,2.22,0,0,0,2.22,0,15.56,4.44,4.44,0,0,0,0,0,0,6.67,0,0,54,82.52,82.28,4.97,60.88,27,24.07,75.93,46.3,11.11,0,0,0,0,0,0,11.11,5.56,16.67,1.85,5.56,11.11,0,5.56,3.7,5.56,3.7,0,1.85,1.85,1.85,0,0,0,0,11.11,0,0,0,0,9.26,3.7,0,0,1.85,1.85,1.85,1.85,1.85,0,0,0,0,0,0,0,11.11,1.85,3.7,7.41,3.7,0,0,5.56,0,5.56,0,3.7,1.85,1.85,1.85,0,1.85,1.85,0,1.85,0,0,0,1.85,0,11.11,3.7,5.56,0,1.85,0,0,0,0,0,0,0,35.27,43.34,22.6
212,68.69,95.06,66.67,61.55,19.27,19.34,87.26,55.19,17.92,11.32,0.94,9.43,0,0,0.94,6.6,5.66,16.04,5.66,3.77,6.6,1.42,11.79,3.77,2.83,0.94,0,1.42,4.72,3.3,1.42,0,0,0,17.92,0.47,0.47,0,0,22.17,8.02,0.94,2.83,5.66,0.94,8.49,2.83,1.89,0.94,0,0.94,0.94,0,0,0,15.09,12.74,0.47,0.47,0.47,1.42,0.47,10.85,0.47,8.96,0.94,6.13,1.89,1.89,0.47,0.94,0,0,0,0.94,0,0,0.94,0,0,12.74,5.19,5.19,0,0.47,0,0,0,0,1.89,0,0,178,71.95,99,12.32,84.99,17.8,19.66,90.45,53.93,20.79,11.24,0.56,10.67,0,0,0,9.55,5.62,15.73,6.18,1.69,5.06,0,14.04,3.93,3.37,2.81,0.56,2.25,4.49,3.93,0.56,0,0,0,21.91,0,0,0,0,14.04,1.69,3.37,5.62,2.81,1.12,3.93,3.93,3.93,0,0,0.56,0,0.56,0,0,18.54,12.36,1.69,4.49,0.56,0.56,0,14.61,0,13.48,2.81,8.99,1.69,3.37,0,0.56,0.56,0,0,0.56,0,0,0.56,0,0,14.04,6.18,7.3,0,0.56,0,0,0,0,0,0,0,209,74.03,74.87,23.91,1,16.08,17.22,89.47,56.46,13.4,5.74,0.96,2.87,0.48,0,1.44,7.66,8.13,14.83,12.44,1.44,5.26,1.91,16.27,3.83,1.44,1.44,0,4.31,6.22,0.48,5.74,0.48,2.87,0.48,11,0,0,0.48,0.48,11.48,1.44,1.91,1.44,2.39,1.44,4.78,3.35,1.91,1.44,0,2.87,0.48,0.48,1.91,0,9.09,3.35,1.44,3.83,0,0.48,3.35,13.88,0.96,11,3.35,5.26,2.39,0.48,0,0,0,0,0,0.48,0,0,0.48,0,0,11.48,5.74,2.87,0,0,0.48,0,0.48,0,0.96,0,0.96,16.33,17.63,18.51
132,27.7,56.02,90.27,25.77,18.86,21.21,91.67,60.61,19.7,14.39,7.58,3.03,0,0,3.79,5.3,5.3,13.64,11.36,6.06,7.58,3.03,19.7,4.55,3.79,2.27,0,2.27,3.03,1.52,1.52,0.76,0,0,12.88,0,0,0,0,18.18,9.09,3.03,4.55,2.27,0.76,3.79,1.52,0.76,0,0.76,1.52,0.76,0.76,0,0,13.64,3.03,4.55,4.55,0,1.52,0.76,14.39,1.52,12.88,1.52,4.55,6.82,2.27,0,0,0,0,0,0.76,0,0,0.76,0,0,12.88,5.3,3.03,0,0,0,0,0.76,1.52,2.27,0,0,156,69.24,60.13,83.83,73.64,15.6,16.03,92.95,56.41,13.46,8.97,3.85,1.28,0.64,0,3.21,4.49,7.69,15.38,8.97,7.05,4.49,2.56,14.1,4.49,2.56,1.28,0.64,1.92,3.85,3.21,0.64,0,0.64,0,12.18,0,0,0,0,12.18,2.56,0,1.92,1.92,1.28,5.13,1.28,1.28,0,0,1.92,0,1.28,0,0.64,9.62,2.56,2.56,4.49,2.56,0,1.92,11.54,0.64,17.31,1.28,12.18,3.85,2.56,1.92,0,1.92,0,0,0.64,0,0,0.64,0,0,12.82,6.41,4.49,0,0,0,0,0,0,1.92,0,0,124,53.27,46.77,6.9,56.22,15.5,24.19,87.1,58.87,12.9,6.45,0.81,0.81,0,3.23,1.61,6.45,8.06,13.71,14.52,4.03,5.65,4.03,20.97,3.23,1.61,0,0.81,0.81,4.03,2.42,0.81,0,0.81,0,9.68,0.81,0,0.81,3.23,16.13,1.61,2.42,4.84,0.81,1.61,6.45,1.61,0.81,0,0.81,0.81,0,0.81,0,0,9.68,1.61,0.81,5.65,1.61,0,5.65,10.48,0,11.29,0.81,8.87,1.61,4.84,0,0,0.81,0,0,0,0,0,0,0,0,10.48,6.45,0.81,0,0,0,0,0.81,0,2.42,0,0,1.22,16.54,10.64
66,79.25,85.56,70.57,1.59,11,31.82,81.82,40.91,9.09,7.58,3.03,3.03,0,0,1.52,1.52,1.52,15.15,7.58,1.52,7.58,0,21.21,6.06,1.52,0,0,1.52,3.03,0,3.03,0,0,0,10.61,0,0,0,0,13.64,10.61,1.52,3.03,0,0,0,1.52,1.52,0,0,1.52,1.52,0,0,0,15.15,3.03,9.09,0,4.55,3.03,1.52,12.12,4.55,13.64,6.06,3.03,4.55,1.52,0,0,0,0,0,0,0,0,0,0,0,15.15,9.09,3.03,0,0,0,0,0,0,3.03,0,0,86,96.99,75.74,21.56,25.77,14.33,26.74,77.91,43.02,2.33,0,0,0,0,0,0,2.33,9.3,15.12,9.3,1.16,5.81,0,8.14,1.16,0,0,0,4.65,0,0,0,0,0,0,8.14,0,0,0,0,10.47,3.49,0,1.16,0,4.65,1.16,1.16,0,0,0,2.33,1.16,1.16,0,0,3.49,1.16,1.16,2.33,0,0,1.16,9.3,1.16,12.79,3.49,9.3,1.16,2.33,1.16,1.16,0,1.16,0,0,0,0,0,0,0,13.95,6.98,6.98,0,0,0,0,0,0,0,0,0,98,64.48,95.85,3.63,25.77,14,25.51,79.59,47.96,16.33,8.16,0,6.12,0,0,2.04,8.16,7.14,11.22,8.16,6.12,3.06,0,17.35,2.04,1.02,3.06,0,4.08,6.12,3.06,3.06,0,1.02,0,11.22,0,0,0,0,10.2,4.08,2.04,1.02,2.04,2.04,0,0,0,0,0,0,0,0,0,0,19.39,6.12,0,11.22,0,2.04,3.06,11.22,2.04,7.14,1.02,2.04,4.08,9.18,0,0,2.04,1.02,1.02,0,0,0,0,0,0,12.24,6.12,4.08,0,0,1.02,0,0,0,1.02,0,0,20.89,35.82,14.7
145,39.74,50,30.45,37.99,18.12,15.17,86.9,53.79,16.55,4.83,2.07,2.76,0,0,0,11.72,4.14,12.41,12.41,2.07,8.28,1.38,17.93,8.28,6.21,0,0,6.9,8.97,4.83,4.14,0.69,0,0,4.83,0,0,0,0,19.31,5.52,2.76,1.38,4.83,3.45,4.14,0,0,0,0,1.38,0,0.69,0,0.69,9.66,2.76,2.07,1.38,2.76,2.07,4.83,11.72,1.38,7.59,1.38,1.38,4.83,0.69,0.69,0,1.38,0,0,0,0,0,0,0,0,6.9,4.83,0.69,0,0,0,0,0,1.38,0,0,0,68,73.36,50,47.25,94.01,22.67,22.06,94.12,60.29,11.76,4.41,2.94,0,0,0,1.47,7.35,7.35,19.12,11.76,4.41,7.35,2.94,16.18,7.35,5.88,1.47,0,4.41,7.35,5.88,1.47,0,0,0,10.29,0,0,0,0,13.24,0,1.47,1.47,4.41,1.47,4.41,4.41,2.94,1.47,0,0,0,0,0,0,11.76,1.47,0,8.82,0,1.47,4.41,8.82,1.47,14.71,1.47,10.29,2.94,0,0,0,0,0,0,1.47,0,0,1.47,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,99,94.6,45.96,31.94,44.24,19.8,9.09,85.86,61.62,8.08,4.04,1.01,3.03,0,0,0,4.04,11.11,22.22,10.1,1.01,8.08,4.04,14.14,3.03,2.02,0,0,1.01,5.05,3.03,2.02,1.01,0,0,5.05,0,0,0,0,16.16,0,6.06,3.03,2.02,2.02,4.04,4.04,3.03,1.01,0,0,0,0,0,0,14.14,4.04,1.01,6.06,2.02,2.02,0,12.12,0,16.16,4.04,8.08,3.03,1.01,1.01,0,0,0,0,1.01,0,0,1.01,0,0,5.05,5.05,0,0,0,0,0,0,0,0,0,0,5.86,18.25,32.02
163,89.33,90.11,22.99,60.66,20.38,14.11,89.57,52.76,11.04,7.36,0,4.29,0,1.23,1.84,3.68,11.66,14.11,7.98,2.45,6.75,0.61,15.95,4.29,2.45,1.84,1.23,3.07,5.52,3.68,1.84,0,0,0,11.66,0,0,0.61,0.61,13.5,4.91,2.45,2.45,1.84,1.23,2.45,0.61,0.61,0,0,0.61,0,0.61,0,0,17.18,4.29,8.59,0,3.07,2.45,3.07,12.88,1.23,12.88,1.23,6.13,6.13,9.2,0,0,0.61,0,0,0,0,0,0,0,0,15.34,4.91,6.75,0,0,0,0,0,1.23,0.61,1.23,0.61,107,82.39,77.26,7.01,77.39,17.83,18.69,76.64,47.66,7.48,2.8,0,0,2.8,0,0,4.67,11.21,10.28,9.35,2.8,8.41,0.93,13.08,7.48,2.8,0,0,1.87,6.54,4.67,1.87,0,0,0.93,6.54,0,0,0,0,10.28,0,1.87,1.87,1.87,5.61,0.93,0.93,0.93,0,0,0,0,0,0,0,9.35,0,2.8,6.54,2.8,0,3.74,6.54,2.8,13.08,1.87,10.28,0.93,4.67,0,0,1.87,0,0,0,0,0,0,0,0,12.15,5.61,4.67,0,1.87,0,0,0,0,0,0,0,160,84.57,95.4,21.42,5.64,20,18.12,87.5,53.75,11.88,6.88,0,5,0,0,1.88,5,10.62,13.75,6.88,2.5,8.12,1.25,12.5,2.5,0.62,1.25,0.62,1.25,5,1.25,3.12,0,0.62,0,16.88,0,0,0,0,13.12,3.12,2.5,1.88,3.12,1.25,3.75,3.75,1.25,1.25,0.62,1.25,0.62,0.62,0,0,11.88,6.25,1.25,3.12,0,1.25,0.62,11.25,1.25,11.25,1.25,5.62,4.38,1.25,1.25,0.62,0,0,0,0,0,0,0,0,0,14.38,5,5.62,0,0,0,0,0.62,1.25,0.62,1.25,0,26.94,22.53,23.74
166,48.33,57.18,18.69,60.02,23.71,18.67,87.95,60.84,15.66,6.63,1.81,2.41,0,0,2.41,9.04,5.42,16.87,13.25,4.22,9.04,1.2,21.08,7.83,7.23,1.2,0,3.61,5.42,3.61,1.81,0,0,0.6,7.83,0,0,0,0,19.28,5.42,4.22,1.2,3.61,1.81,5.42,0.6,0,0,0.6,1.2,0.6,0.6,0,0,10.84,3.01,3.01,2.41,2.41,1.2,0.6,17.47,1.81,4.22,0,3.01,1.2,1.81,0,0,0,0,0,0.6,0,0,0,0.6,0,8.43,4.22,4.22,0,0,0,0,0,0,0,0,0,179,94.32,71.19,36.91,90.4,29.83,22.91,89.94,53.07,6.15,1.68,0,0,0,0,1.68,4.47,12.85,18.44,6.7,5.59,10.61,0.56,9.5,6.7,3.35,1.68,0,3.91,6.15,5.03,1.12,0,0,0,8.38,0,0,0,0,10.06,3.35,1.12,1.12,3.35,0.56,2.23,1.68,0.56,1.12,0,0,0,0,0,0,6.7,0.56,1.12,4.47,1.68,0.56,0.56,10.06,1.68,14.53,0,13.41,0,3.35,1.12,0.56,3.35,0,0,0,0,0,0,0,0,10.06,3.35,6.15,0,0,0,0,0,0,0,0,0.56,121,73.83,62.95,58.65,57.02,24.2,19.01,94.21,57.85,9.92,4.96,0,1.65,0,0,3.31,4.96,9.92,14.88,10.74,4.13,9.09,2.48,17.36,4.13,0.83,3.31,0,4.13,3.31,2.48,0.83,0,0,0,10.74,0,0,0,0,23.14,7.44,1.65,1.65,7.44,0.83,6.61,1.65,0.83,0,0.83,0.83,0,0.83,0,0,9.92,4.13,0.83,3.31,2.48,0.83,3.31,9.09,1.65,9.92,2.48,4.96,2.48,2.48,0,0,0.83,0.83,0,0,0,0,0,0,0,7.44,4.13,2.48,0,0,0,0,0.83,0,0,0,0,8.91000000000001,31.68,18.44
121,65.62,85.87,63.95,14.38,17.29,13.22,93.39,57.02,17.36,9.92,1.65,0,3.31,0,4.96,7.44,7.44,14.05,6.61,5.79,5.79,0.83,23.14,2.48,0.83,4.13,0,2.48,0.83,0,0.83,0,0,0,13.22,0,0,0,0,19.01,7.44,3.31,4.13,1.65,0.83,3.31,2.48,0,1.65,0.83,0,0,0,0,0,8.26,0,0,6.61,0.83,0.83,3.31,19.01,0,14.88,0,8.26,6.61,9.09,0,0,0,0,0,0,0,0,0,0,0,9.92,5.79,2.48,0,0,0,0,0,1.65,0,0,0,90,45.11,63.05,23.51,67.75,22.5,14.44,90,57.78,13.33,7.78,2.22,0,5.56,0,0,5.56,8.89,13.33,6.67,13.33,5.56,5.56,18.89,10,7.78,0,0,7.78,2.22,2.22,0,0,0,0,11.11,0,0,0,0,25.56,7.78,1.11,5.56,4.44,3.33,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,1.11,14.44,0,6.67,0,6.67,0,3.33,0,0,0,0,0,1.11,0,0,0,1.11,0,7.78,5.56,2.22,0,0,0,0,0,0,0,0,0,108,32.51,77.05,64,60.88,15.43,14.81,93.52,59.26,15.74,7.41,0,3.7,2.78,0,0.93,8.33,6.48,12.04,11.11,8.33,6.48,3.7,20.37,0.93,0.93,3.7,0.93,8.33,3.7,2.78,0.93,0,0,0,9.26,0,0,0,0,20.37,5.56,3.7,0.93,1.85,4.63,4.63,2.78,2.78,0,0,0.93,0,0.93,0,0,8.33,4.63,0.93,0,1.85,0.93,2.78,16.67,0.93,13.89,0.93,9.26,3.7,0,0,0,0,0,0,0,0,0,0,0,0,9.26,6.48,2.78,0,0,0,0,0,0,0,0,0,15.11,7.76,3.16
164,44.15,29.15,83.44,3.09,20.5,25.61,95.73,57.32,12.8,4.27,2.44,0,0,0,1.83,8.54,5.49,13.41,12.8,7.32,5.49,3.05,21.95,6.1,2.44,0.61,1.83,3.05,3.66,0.61,3.05,0,0.61,0,6.71,0,0,0,0,30.49,10.37,3.05,3.05,6.71,3.05,6.71,1.22,0.61,0,0.61,1.83,0.61,1.22,0,0,6.71,0,3.05,1.22,0,2.44,0,13.41,5.49,10.37,1.22,6.71,1.83,1.83,0,0,0,0,0,1.22,0,0,1.22,0,0,17.68,4.88,5.49,0,0.61,0,0,0,2.44,4.27,0,0,111,97.57,70.57,10.62,94.53,22.2,20.72,81.08,48.65,5.41,0.9,0.9,0,0,0,0,4.5,12.61,15.32,7.21,4.5,2.7,0.9,12.61,6.31,5.41,1.8,0,4.5,4.5,4.5,0,0,0,0,9.01,0.9,0,0,0.9,7.21,1.8,0,0,3.6,0,1.8,0.9,0.9,0,0,0.9,0,0.9,0,0,4.5,0,1.8,2.7,0,0,3.6,9.01,0,9.01,0,7.21,1.8,0.9,0,0,0.9,0,0,0,0,0,0,0,0,17.12,6.31,4.5,0,0,0,0,0,1.8,2.7,1.8,0,126,32.17,82.96,19.65,39.99,15.75,23.81,84.13,46.83,11.11,6.35,0.79,0,1.59,3.17,0.79,4.76,2.38,11.11,11.11,6.35,8.73,3.17,19.05,5.56,3.17,3.17,0,3.97,7.14,3.97,3.17,0,0.79,0.79,15.08,0,0,0,3.97,19.84,7.14,3.17,1.59,0.79,4.76,3.17,1.59,0,1.59,0,1.59,0,0,0.79,0,7.14,0.79,0.79,4.76,1.59,0,6.35,12.7,0,9.52,1.59,1.59,6.35,1.59,0,0.79,0.79,0,0.79,0,0,0,0,0,0,15.08,4.76,3.17,0,0,1.59,0,0,0,1.59,3.17,0.79,7.43000000000001,37.22,3.02
79,43.51,97.83,61.71,73.09,13.17,30.38,89.87,53.16,16.46,12.66,1.27,11.39,0,0,0,3.8,2.53,15.19,7.59,7.59,7.59,1.27,16.46,6.33,1.27,1.27,0,1.27,10.13,6.33,3.8,0,0,1.27,12.66,0,0,0,0,17.72,5.06,7.59,2.53,1.27,1.27,1.27,2.53,0,0,0,3.8,2.53,2.53,0,0,22.78,11.39,6.33,1.27,2.53,1.27,1.27,10.13,3.8,17.72,0,6.33,10.13,1.27,1.27,0,0,0,0,0,0,0,0,0,0,12.66,6.33,5.06,0,0,0,0,0,0,1.27,0,0,85,97.02,76,35.82,47.53,17,22.35,76.47,43.53,4.71,3.53,0,2.35,0,0,1.18,1.18,11.76,14.12,5.88,2.35,7.06,0,8.24,10.59,5.88,0,1.18,2.35,1.18,1.18,0,0,0,0,9.41,0,0,0,0,11.76,2.35,1.18,1.18,2.35,2.35,4.71,2.35,2.35,0,0,0,0,0,0,0,3.53,3.53,0,0,0,0,0,8.24,2.35,12.94,0,9.41,3.53,3.53,0,0,2.35,0,0,0,0,0,0,0,0,11.76,5.88,4.71,0,1.18,0,0,0,0,0,0,0,101,73.09,72.37,29.8,99,25.25,25.74,87.13,52.48,11.88,8.91,2.97,4.95,0,0,0.99,2.97,3.96,16.83,3.96,3.96,9.9,2.97,15.84,1.98,0,0,0,1.98,6.93,6.93,0,0,0,0,12.87,0,0,0,0,18.81,4.95,3.96,2.97,3.96,0.99,5.94,0.99,0,0,0,4.95,0,4.95,0,0,12.87,5.94,4.95,0,3.96,0,0,15.84,0,6.93,0,5.94,0.99,1.98,0,0,0,0,0,0,0,0,0,0,0,9.9,3.96,4.95,0,0,0,0,0,0,0.99,0,0,7.22,35.88,18.12
57,53.43,96.03,12.29,6.35,11.4,19.3,84.21,59.65,15.79,7.02,0,0,1.75,0,5.26,8.77,5.26,15.79,14.04,7.02,3.51,0,15.79,10.53,7.02,3.51,0,7.02,1.75,0,1.75,0,0,0,15.79,0,0,0,0,10.53,5.26,3.51,0,1.75,0,0,0,0,0,0,0,0,0,0,0,3.51,1.75,1.75,1.75,0,0,0,15.79,0,8.77,0,1.75,7.02,1.75,0,0,0,0,0,0,0,0,0,0,0,10.53,7.02,1.75,0,0,1.75,0,0,0,0,0,0,68,26.21,76.89,14.7,79.41,17,10.29,88.24,52.94,13.24,5.88,0,0,4.41,0,1.47,7.35,2.94,11.76,5.88,8.82,13.24,2.94,14.71,8.82,8.82,7.35,0,7.35,2.94,2.94,0,0,0,0,14.71,0,0,0,0,19.12,2.94,2.94,4.41,5.88,0,8.82,1.47,1.47,0,0,0,0,0,0,0,5.88,0,0,4.41,1.47,0,0,14.71,0,7.35,1.47,5.88,0,4.41,0,0,1.47,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,43,29.83,91.85,21.56,1,8.6,25.58,90.7,46.51,13.95,4.65,2.33,0,0,0,2.33,9.3,0,9.3,9.3,4.65,4.65,4.65,18.6,6.98,2.33,4.65,0,0,18.6,6.98,11.63,4.65,0,2.33,25.58,2.33,0,0,0,16.28,4.65,0,2.33,2.33,2.33,4.65,6.98,0,0,6.98,2.33,0,2.33,0,0,13.95,4.65,0,4.65,2.33,2.33,2.33,18.6,2.33,6.98,4.65,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,11.63,0,0,0,0,0,0,0,0,0,0,10.69,0.589999999999992,2.1
114,14.86,89.02,44.54,58.97,19,30.7,92.98,61.4,18.42,10.53,3.51,0,0,0.88,6.14,7.89,4.39,10.53,11.4,9.65,9.65,0.88,18.42,0,0,3.51,0,1.75,6.14,3.51,1.75,1.75,0,0,20.18,0.88,0.88,0,0.88,9.65,2.63,0.88,0.88,1.75,1.75,3.51,3.51,0.88,2.63,0,0.88,0,0,0,0.88,6.14,4.39,0.88,0.88,0,0,2.63,9.65,2.63,12.28,1.75,3.51,7.02,3.51,2.63,0,0,0,0,0,0,0,0,0,0,17.54,4.39,7.89,0,0.88,0,0,0,1.75,0.88,1.75,0,125,31.62,71.23,54,98.35,13.89,22.4,87.2,48.8,11.2,5.6,3.2,0.8,0,0,1.6,5.6,4,10.4,12,6.4,11.2,0.8,20,7.2,3.2,3.2,0.8,3.2,5.6,5.6,0,0,0,0,12.8,0.8,0,0,0,21.6,4,8,1.6,3.2,3.2,4,4,1.6,2.4,0,1.6,0,0.8,0,0.8,3.2,0.8,0,2.4,0,0,3.2,17.6,0,12,2.4,6.4,3.2,3.2,2.4,0,0,0,0,0.8,0,0,0.8,0,0,13.6,6.4,1.6,0,0,0,0,1.6,0,4,0,0,106,57.31,57.49,16.24,61.55,17.67,22.64,90.57,56.6,12.26,5.66,1.89,0,0,1.89,1.89,6.6,8.49,11.32,12.26,2.83,8.49,1.89,17.92,3.77,2.83,0,0.94,0,5.66,3.77,1.89,0,0.94,0,10.38,0,0,3.77,2.83,15.09,2.83,6.6,0.94,1.89,0.94,4.72,0,0,0,0,1.89,0,0,1.89,0,11.32,1.89,0.94,2.83,4.72,0.94,1.89,13.21,1.89,8.49,3.77,2.83,1.89,0,0,0,0,0,0,0.94,0,0,0.94,0,0,12.26,5.66,3.77,0,0,0,0,0,1.89,0.94,0,0,-5.08,2.8,12.08
293,74.54,97.17,12.15,16.07,20.93,27.3,84.64,51.19,12.97,8.87,0,8.19,0,0,0.68,4.1,4.44,16.72,7.51,3.41,7.85,0.68,17.06,6.14,4.1,0.34,0.68,3.07,4.78,2.05,2.73,0,0,0,13.31,0,0.34,0,0,19.45,7.85,6.14,5.12,1.71,3.07,1.71,0.34,0.34,0,0,0,0,0,0,0,20.14,8.87,5.8,2.73,0.68,2.73,1.37,8.87,1.71,9.56,2.05,3.75,3.75,3.07,0.34,0,0,0,0,0.34,0,0,0,0.34,0,10.92,4.78,4.44,0,0,0,0,1.71,0,0,0,0,286,90.97,81.84,25.95,58.85,28.6,26.22,85.66,48.95,6.29,2.1,0,0.35,1.4,0,0.35,4.2,9.09,16.08,8.39,5.24,6.64,0.35,12.24,8.39,4.55,1.75,0,5.94,3.5,2.45,0.7,0,0.7,0,9.09,0,0,0,0,11.89,5.59,1.75,0,1.75,1.4,1.4,0.7,0.7,0,0,1.4,0,1.4,0,0,7.69,1.75,1.75,4.55,0.35,0,1.4,8.39,2.45,10.14,0.35,6.64,2.8,6.99,0,0,0.7,0,0,0.35,0,0,0.35,0,0,11.54,3.5,7.34,0,0,0,0,0.7,0,0,0,0,308,63.74,75.24,21.34,7.2,28,32.14,85.39,50.97,12.01,3.57,0,2.27,0,0,1.3,8.44,6.17,13.31,8.77,4.22,9.09,0.97,12.01,4.55,2.92,0.97,0.32,2.27,6.82,2.6,4.22,0.32,0.97,0.65,7.14,0,0,0.32,0,11.04,3.57,2.27,2.27,1.3,0.97,1.62,1.3,0.65,0.65,0,0.97,0.32,0,0.65,0,11.69,3.57,2.27,2.92,0.97,2.27,4.87,8.12,1.3,13.31,3.25,4.87,4.87,3.9,0,0.32,2.27,0,0,0.32,0,0,0,0.32,0,10.06,3.57,5.19,0,0,0,0,0,0,1.3,0,0,18.74,28.25,14.42
116,56.81,80.56,59.31,41.35,29,20.69,84.48,52.59,12.07,6.9,0.86,0,0.86,0,5.17,5.17,1.72,18.1,7.76,7.76,10.34,0,14.66,7.76,5.17,1.72,0,6.03,1.72,0.86,0,0,0,0,14.66,0,0,0,0,17.24,5.17,2.59,0.86,3.45,1.72,6.03,0.86,0,0.86,0,1.72,1.72,0,0,0,2.59,2.59,0,0,0,0,0.86,12.07,0,11.21,0.86,5.17,5.17,1.72,0,0,0.86,0,0,0.86,0,0,0.86,0,0,11.21,3.45,6.03,0,0.86,0,0,0.86,0,0,0,0,105,89.6,64.85,16.84,89.5,26.25,28.57,86.67,45.71,8.57,1.9,0.95,0,0,0,0.95,6.67,4.76,17.14,6.67,0.95,7.62,0.95,20.95,2.86,2.86,0.95,1.9,2.86,3.81,3.81,0,0,0,0,9.52,0,0,0,0,28.57,6.67,4.76,6.67,6.67,4.76,3.81,0,0,0,0,0,0,0,0,0,6.67,0.95,1.9,3.81,1.9,0,1.9,14.29,0.95,10.48,0.95,8.57,0.95,3.81,0,0,0.95,0,0,0,0,0,0,0,0,10.48,3.81,1.9,0,0,0,0,0,1.9,0.95,0,1.9,111,79.41,8.84,71.04,75.85,22.2,29.73,87.39,55.86,8.11,1.8,1.8,0,0,0,0,6.31,8.11,16.22,10.81,4.5,4.5,5.41,15.32,5.41,3.6,0,0,3.6,8.11,5.41,2.7,0,0,0.9,2.7,0,0,0,0,31.53,7.21,0,2.7,9.01,6.31,9.01,4.5,2.7,1.8,0,0,0,0,0,0,8.11,0,1.8,0.9,5.41,0.9,0,10.81,1.8,9.01,1.8,5.41,1.8,0.9,0,0,0,0,0,0,0,0,0,0,0,10.81,4.5,3.6,0,0,0,0,0,0,2.7,0,0,11.89,27.14,21
