"","x"
"1",0.0596696628210909
"2",1.31954256888097
"3",0.600712535023386
"4",0.225380810159745
"5",0.449849188797972
"6",0.214524904922215
"7",1.00460138590874
"8",0.553788956424941
"9",-0.188669251421988
"10",-0.92487761469694
"11",-1.63227620332056
"12",0.0842314946707709
"13",-0.434539405139689
"14",0.361089278361063
"15",-1.01032718964579
"16",-0.80993584396313
"17",-1.60918708438702
"18",-0.417127508203977
"19",-0.582220870264355
"20",-0.717111470838701
"21",0.310510609313866
"22",-0.975643169877499
"23",1.11603991920939
"24",-0.648686880414743
"25",1.19609226123628
"26",-0.995291637980746
"27",-0.397928642912872
"28",0.77103026646852
"29",-0.444779013183957
"30",-2.02455402342853
"31",-1.74223199279093
"32",-1.67453115416168
"33",1.66208247063734
"34",-0.980465765007116
"35",0.732251116350112
"36",-1.22949121569041
"37",0.122093056829347
"38",0.311302122635062
"39",0.49781613057073
"40",0.823751349160536
"41",-0.375924493588762
"42",-1.08684123365343
"43",-1.68181485584928
"44",0.491680895982018
"45",-1.22115474380111
"46",-1.57724654344206
"47",-0.482306304282109
"48",-0.160074755945998
"49",1.22036473058559
"50",2.22338634676018
"51",-1.02902795099204
"52",0.332276663206425
"53",-0.970803777017716
"54",-0.980478190621466
"55",-0.983786722006611
"56",-0.143167722228528
"57",-0.984474099275806
"58",-0.797870342228819
"59",-0.150671684918729
"60",1.00063266337776
"61",0.891830667676357
"62",-1.1161382867137
"63",1.18201991514824
"64",-0.296581361937455
"65",-0.682309379787782
"66",-0.833843714726928
"67",-0.531231453799334
"68",0.740062855967042
"69",-0.258371415474649
"70",-0.00290065483737739
"71",-0.204624495100155
"72",0.574476614424721
"73",-0.452250970248326
"74",0.0184085126326114
"75",-0.952948303429126
"76",0.184720504585063
"77",-0.759306516758861
"78",1.44608610522997
"79",-0.980274190279858
"80",0.10231791709065
"81",0.245676803771412
"82",1.54317616573742
"83",-0.959254695428229
"84",0.248149251929683
"85",1.07571083110738
"86",0.559215978424824
"87",1.23755054613046
"88",0.903041533555553
"89",0.586714136446701
"90",1.56384013696746
"91",1.33788479176278
"92",0.393860005515085
"93",-0.900626632036947
"94",-1.65198629123948
"95",0.773324662790364
"96",0.233808100102935
"97",-0.446301916103806
"98",0.487764758986701
"99",-0.658391242284009
"100",-0.865211445048188
"101",-0.222560070999726
"102",0.277318738821686
"103",-0.888409279199643
"104",0.385148464957957
"105",0.512290098409865
"106",1.61738825838074
"107",-0.992484763118117
"108",-0.753222158844411
"109",0.107889127058114
"110",-1.48742064518655
"111",-0.0289061670106405
"112",1.4121573890011
"113",0.674738896214912
"114",0.118082583393704
"115",1.43399001842115
"116",-0.77835796181011
"117",-1.08338740373048
"118",0.151904295863626
"119",1.09985637998699
"120",0.292093645965183
"121",-0.592681321127801
"122",1.04260042526392
"123",-0.715155676834078
"124",0.559324585102466
"125",0.196091438530207
"126",-0.523930652786475
"127",-1.10987761476876
"128",-0.18288560286501
"129",1.1406958130006
"130",1.10955471857514
"131",-0.360612195956954
"132",-0.479250439645039
"133",0.367889900422588
"134",0.606057225058229
"135",1.26526531527051
"136",1.30799043242905
"137",0.211621464923883
"138",-0.414933050867136
"139",-0.0613404238507158
"140",-0.935098106028775
"141",-0.252034874015061
"142",0.88618329679522
"143",0.675888887268661
"144",-0.270967156562063
"145",0.259221808787399
"146",-0.950856809942427
"147",1.92947965774106
"148",-0.79032790525617
"149",1.19384907611334
"150",0.595373029133495
"151",0.0554864295518071
"152",0.708602582050965
"153",0.218907992469252
"154",-1.15879767391637
"155",-1.21818687463206
"156",0.308770073723367
"157",0.223580433078499
"158",-0.714690163022804
"159",-0.312013734002508
"160",-0.0932346418829433
"161",0.609580976229973
"162",-1.10797676102919
"163",-2.00641013836664
"164",-0.0346703867916241
"165",-0.226880220200513
"166",-0.772233136149149
"167",-1.52795918503431
"168",0.534894968161616
"169",-0.0419520500379653
"170",-0.42781626458143
"171",0.347604372578902
"172",-1.72807541839921
"173",-0.281774929875795
"174",-0.470735107794473
"175",-1.59148924307776
"176",-0.760058759439411
"177",-1.12516189830246
"178",-1.12953084944379
"179",-0.710341014906168
"180",-0.276946619567346
"181",1.47211160946989
"182",-0.980299741136131
"183",-0.627663541725618
"184",-1.06478241438326
"185",0.472367178763524
"186",-1.61919888568086
"187",0.770155795078026
