"WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP","cdi"
85.3333333333333,66.2866666666667,58.4366666666667,57.8766666666667,42.6233333333333,15.0466666666667,15.9,85.6266666666667,57.7666666666667,13.5433333333333,6.63,2.47666666666667,0.793333333333333,2.14666666666667,0,1.21666666666667,6.91666666666667,8.95,14.1333333333333,13.0566666666667,4.97666666666667,5.01333333333333,0.71,20.3966666666667,2.74666666666667,1.61333333333333,1.93,0.63,2.41666666666667,3.12,2.01,1.10666666666667,0,0.71,0,7.09333333333333,0,0,0,0,14.3233333333333,4.43,0.943333333333333,1.84666666666667,2.39333333333333,2.62333333333333,3.66666666666667,2.24333333333333,1.53333333333333,0.396666666666667,0.313333333333333,1.93,1.02666666666667,0.506666666666667,0.396666666666667,0,4.41666666666667,1.19,0.396666666666667,1.10666666666667,1.72,0.396666666666667,2.69333333333333,15.7866666666667,2.43333333333333,12.98,2.61333333333333,6.55,4.61,3.29333333333333,0.82,0.82,0.506666666666667,0,0,1.50333333333333,0.313333333333333,0,1.19,0,0,15.02,6.71,6.9,0,0,0,0,0,0,1.01,0,0.396666666666667,15.78
115.333333333333,64.4266666666667,47.7733333333333,78.02,63.3833333333333,21.7766666666667,16.2066666666667,88.86,57.5766666666667,13.07,3.84333333333333,0.59,0.91,0.286666666666667,0,2.06,9.22666666666667,6.55666666666667,16.4766666666667,9.05333333333333,6.63333333333333,7.52666666666667,1.40666666666667,14.8233333333333,6.90666666666667,3.78666666666667,1.74666666666667,0.276666666666667,5.87,4.33,3.18,1.15,0,0,0.573333333333333,5.91,0,0,0,0,16.2766666666667,2.54333333333333,1.72666666666667,0.276666666666667,5.99,2.83333333333333,5.42333333333333,1.70666666666667,1.14,0,0.563333333333333,0.606666666666667,0,0.606666666666667,0,0,6.18333333333333,1.21333333333333,0.91,1.75333333333333,1.45666666666667,0.85,1.5,12.8,1.39,20.0966666666667,1.43333333333333,12.0733333333333,6.59333333333333,1.77,1.21333333333333,0,0.276666666666667,0,0,0.303333333333333,0,0,0.303333333333333,0,0,10.92,4.63,5.14666666666667,0,0,0,0,0,0,1.14666666666667,0,0,15.3433333333333
131.666666666667,84.66,60.78,51.08,55.47,19.8066666666667,23.49,84.3233333333333,51.5033333333333,11.14,5.41,1.16,1.97,0,0.216666666666667,2.06666666666667,5.72666666666667,7.40666666666667,16.71,8.67,3.18,4.84333333333333,1.75666666666667,14.5533333333333,4.38333333333333,2.99333333333333,1.64,2.00666666666667,3.79333333333333,4.19666666666667,3.68666666666667,0.51,0,0,0.216666666666667,8.95666666666667,0.216666666666667,0,0.433333333333333,0,13.44,1.00333333333333,0.956666666666667,0.583333333333333,2.56,3.96666666666667,4.87666666666667,3.04,2.82333333333333,0,0.216666666666667,1.01666666666667,0.433333333333333,0.583333333333333,0,0,6.10666666666667,2.96,1.65333333333333,1.52666666666667,0.263333333333333,0.216666666666667,1.42333333333333,10.4166666666667,1.45,15.2633333333333,1.03333333333333,10.0733333333333,3.94,3.77,0.263333333333333,0.293333333333333,0.773333333333333,0.216666666666667,0,0.263333333333333,0,0,0,0.263333333333333,0,11.5566666666667,5.05666666666667,4.73666666666667,0,0,0,0,0.216666666666667,1.10666666666667,0.433333333333333,0,0,24.53
110.666666666667,60.5833333333333,57.5366666666667,45.9533333333333,47.5466666666667,22.5,17.3433333333333,87.8233333333333,55.9266666666667,11.8533333333333,2.88,0,2.60333333333333,0,0,0.276666666666667,8.97333333333333,7.91666666666667,13.59,11.4233333333333,5.14,6.58,2.97666666666667,17.5066666666667,9.75333333333333,5.39666666666667,1.41333333333333,0.906666666666667,3.35333333333333,3.35333333333333,2.14333333333333,1.21333333333333,0,0.606666666666667,0,7.49,0,0,0,0,17.73,3.55666666666667,3.48333333333333,1.49,2.14333333333333,3.1,5.16666666666667,0.91,0,0.91,0,0.653333333333333,0,0.653333333333333,0,0,6.71666666666667,2.60333333333333,1.43666666666667,1.77,0.63,0.606666666666667,1.99666666666667,14.02,0.906666666666667,13.14,1.97,7.68666666666667,3.20666666666667,1.43666666666667,0.58,0,0,0.276666666666667,0.606666666666667,0,0,0,0,0,0,5.95,4.49,1.46333333333333,0,0,0,0,0,0,0,0,0,13.5333333333333
202,51.11,65.39,57.2866666666667,65.91,14.9366666666667,18.44,88.72,56.13,12.8233333333333,4.07666666666667,0.336666666666667,1.83333333333333,0.466666666666667,0,1.44333333333333,8.75333333333333,5.34333333333333,14.4166666666667,9.91333333333333,7.86333333333333,7.42666666666667,2.14,17.3166666666667,7.87333333333333,5.33,1.78333333333333,0.84,4.16666666666667,5.76,3.99333333333333,1.6,0.156666666666667,0.323333333333333,0,9.03666666666667,0,0.166666666666667,0,0,16.5033333333333,4.46,1.80333333333333,0.633333333333333,2.78,2.91,4.73,2.23333333333333,1.28333333333333,0.796666666666667,0.156666666666667,1.82,0.31,1.34333333333333,0,0.166666666666667,8.33333333333333,2.34666666666667,1.65,3.04333333333333,1.33,0.806666666666667,1.66333333333333,15.5966666666667,0.65,13.7466666666667,0.666666666666667,8.18333333333333,4.73,0.156666666666667,0.323333333333333,0,0,0.173333333333333,0,0.346666666666667,0,0,0,0.346666666666667,0,11.9866666666667,6.43666666666667,4.91,0,0,0.31,0,0.156666666666667,0,0.173333333333333,0,0,9.58666666666666
119.333333333333,79.1766666666667,72.35,29.06,71.7466666666667,21.2333333333333,21.7466666666667,87.11,51.52,10.58,4.79333333333333,0.526666666666667,0.496666666666667,0,0,3.77,5.78666666666667,7.23,16.0633333333333,9.42666666666667,2.53666666666667,7.60333333333333,0.773333333333333,17.8333333333333,8.15666666666667,8.15666666666667,1.56666666666667,0.496666666666667,5.39,4.74,3.66666666666667,1.07666666666667,0,0.276666666666667,0,9.72666666666667,0,0,0,0,16.6366666666667,3.32333333333333,4.29666666666667,2.19333333333333,4.88,1.29666666666667,2.69,0.85,0.85,0,0,0.323333333333333,0,0.323333333333333,0,0,8.68,1.14333333333333,2.42333333333333,3.21666666666667,2.11666666666667,0.276666666666667,1.32,12.8433333333333,2.20333333333333,13.2566666666667,1.52,8.1,3.64,2.09333333333333,0,0,0.25,0,0,0.873333333333333,0.276666666666667,0,0.276666666666667,0.323333333333333,0,6.46,4.81333333333333,0.526666666666667,0,0,0,0,0,0,1.12333333333333,0,0,22.3733333333333
95.3333333333333,72.8066666666667,67.98,50.2666666666667,89.31,17.8,22.3533333333333,87.3433333333333,50.9166666666667,10.6066666666667,6.17666666666667,1.17,2.29333333333333,0,0,2.71,4.43333333333333,6.26666666666667,15.62,8.34,4.46333333333333,9.06333333333333,1.24666666666667,15.5733333333333,7.56333333333333,5.02,0.99,0,4.16333333333333,7.33666666666667,5.35,0.953333333333333,0,0,0,10.1,0,0,0,0,15.27,5.55333333333333,2.61,0.7,2.46666666666667,1.10666666666667,4.52666666666667,1.44,1.07,0,0.37,1.51333333333333,0.293333333333333,1.51333333333333,0,0,12.92,3.10666666666667,2.71,5.44666666666667,1.44,0.583333333333333,0.663333333333333,11.1633333333333,2.25333333333333,11.34,1.24666666666667,6.00333333333333,3.38666666666667,5.25333333333333,0,0,0.74,0,0,0,0,0,0,0,0,11.1333333333333,5.64,3.94333333333333,0,0,0,0,0,0,1.55333333333333,0,0,18.1633333333333
70.6666666666667,71.6866666666667,72.3633333333333,18.71,66.3333333333333,21.8833333333333,25.3566666666667,83.4233333333333,50.1966666666667,10.0966666666667,5.27,0,3.80333333333333,0,0,1.46333333333333,4.83,8.37333333333333,13.4933333333333,8.23333333333333,6.60666666666667,6.01666666666667,1.71666666666667,16.8733333333333,5.88666666666667,3.83333333333333,1.31,0,2.65333333333333,8.69,6.56666666666667,1.62666666666667,0,0,0.813333333333333,8.50666666666667,0,0,0,0,20.4133333333333,6.01666666666667,2.74666666666667,1.22,6.14,2.89333333333333,3.96666666666667,2.99,1.05666666666667,1.52666666666667,0.406666666666667,0.936666666666667,0.936666666666667,0,0,0,10.6433333333333,3.80333333333333,4.59666666666667,0.903333333333333,0.53,1.22,1.71666666666667,10.8833333333333,2.49,6.58,0.813333333333333,2.89666666666667,2.86666666666667,2.44,1.05666666666667,0.53,0,0.496666666666667,0,2.34,0,0,0.406666666666667,1.93333333333333,0,13.21,5.61,5.23333333333333,0,0.406666666666667,0,0,0.406666666666667,1.05666666666667,0.496666666666667,0,0,19.1933333333333
116,55.5833333333333,68.5166666666667,42.02,38.7066666666667,17.4533333333333,19.3233333333333,84.0866666666667,54.9666666666667,13.9366666666667,5.39,1.16333333333333,1.62666666666667,1.11333333333333,0.9,0.583333333333333,8.55,3.46666666666667,16.7066666666667,10.58,7.99,4.85,1.37666666666667,16.3333333333333,3.96,2.22,2.02,0.9,3.74666666666667,3.49333333333333,1.14666666666667,1.80333333333333,0,0.9,0,8.60333333333333,0,0,0.3,0.9,12.0733333333333,2.77333333333333,1.12666666666667,1.69666666666667,1.71333333333333,1.99666666666667,3.89333333333333,2.05333333333333,0.883333333333333,1.17,0,1.16333333333333,0.563333333333333,0.293333333333333,0.6,0,6.48,1.62666666666667,0.87,2.55,1.13666666666667,0.3,4.98,10.71,1.11333333333333,14.4366666666667,0.893333333333333,8.65333333333333,5.19333333333333,1.44,0.293333333333333,0,1.17,0,0,0.293333333333333,0,0,0.293333333333333,0,0,11.5466666666667,5.18333333333333,1.42666666666667,0,2.33333333333333,0.563333333333333,0,0.293333333333333,1.18333333333333,0.563333333333333,0,0,11.4366666666667
105.333333333333,65.5833333333333,73.43,34.6466666666667,29.0866666666667,16.8333333333333,16.8666666666667,89.4033333333334,55.1133333333333,10.47,6.38666666666667,1.61333333333333,1.32666666666667,0,0,3.44666666666667,4.08333333333333,6.02666666666667,16.9966666666667,11.2466666666667,5.37,7.52666666666667,1.49,13.3766666666667,3.86,1.93666666666667,2.69,0.306666666666667,1.98,6.23333333333333,2.34666666666667,3.89,0.593333333333333,0.863333333333333,0.593333333333333,10.7366666666667,0,0,0,0,16.6333333333333,3.14666666666667,4.65,2.35333333333333,3.35333333333333,2.28333333333333,2.33333333333333,3.33333333333333,1.89666666666667,0.286666666666667,1.15,0.896666666666667,0,0.286666666666667,0,0.61,4.41333333333333,1.32666666666667,1.18333333333333,1.30666666666667,0,1.18333333333333,1.28333333333333,12.3466666666667,1.17,12.66,2.25,6.58,4.19666666666667,2.65,0.61,1.04,0.653333333333333,0,0.286666666666667,0.286666666666667,0,0,0.286666666666667,0,0,9.55333333333333,6.12,3.12666666666667,0,0,0,0,0,0,0.306666666666667,0,0,16.92
