"","x"
"1",1.57053123080252
"2",0.130349663532267
"3",-1.06316900546065
"4",2.28082227020795
"5",-0.686619387209465
"6",0.0883268620976406
"7",-0.967065109528304
"8",-1.67254170935681
"9",-1.15211918445202
"10",0.0754859333233427
"11",1.43020562904026
"12",0.345527342427351
"13",-2.12676885988116
"14",-0.830676123581403
"15",2.26576166613483
"16",1.80742196327975
"17",-0.872041257546373
"18",-2.55414552575468
"19",-1.8917936240343
"20",1.26618762393872
"21",0.612130604731566
"22",2.93573658594818
"23",-1.08902392589558
"24",1.00611888466411
"25",-0.721202379553375
"26",-0.572216773402363
"27",-2.10300557188161
"28",0.65502183073065
"29",-0.208318857464354
"30",-0.550247900709646
"31",0.213412483417488
"32",0.77344136282066
"33",1.49956466293011
"34",2.93551786900684
"35",-0.790497587892848
"36",-0.864113762452827
"37",1.49408087982986
"38",0.139385603124991
"39",0.68594652565837
"40",-1.27792973772846
"41",-2.37753953368331
"42",2.36001344904893
"43",-0.208483258486297
"44",-0.898183373022258
"45",2.35811702937881
"46",0.944443706090584
"47",0.68929196379131
"48",-1.02262772591484
"49",1.26456998330189
"50",0.173543848238744
"51",2.86563171979314
"52",-1.62922252155382
"53",2.92715174826626
"54",2.93554493376476
"55",-0.593698129864288
"56",1.06862137320262
"57",-0.861325037907834
"58",-0.0400612044564652
"59",2.88529012871703
"60",0.113089843189886
"61",-1.35970560141776
"62",0.628858930420881
"63",1.33395225757615
"64",2.58502954626499
"65",0.501540201688662
"66",0.361902516355951
"67",0.076006081898597
"68",-1.08960134177894
"69",-0.847876288312849
"70",-0.325713943187119
"71",-0.112821684353099
"72",0.1498253562971
"73",-1.68753093647996
"74",0.661367243279207
"75",2.93094033404991
"76",-0.274476769100414
"77",1.20712975453271
"78",-1.09951467244013
"79",2.93565987459279
"80",-0.307629709895161
"81",1.93438994133918
"82",-0.720805179318807
"83",2.9085461030958
"84",-1.32970761649703
"85",-0.478880409561138
"86",-0.435992613468985
"87",0.937439562747453
"88",-2.12696464077376
"89",1.31592267026433
"90",-0.88088217067529
"91",3.02722143991045
"92",0.508274602470181
"93",-2.09778659464387
"94",-0.799838968250774
"95",-1.44990385528203
"96",-1.51692373367448
"97",2.51002006685382
"98",-3.20336283641874
"99",2.7748329614623
"100",0.579955544993233
"101",-0.833247250163586
"102",-1.02324697570277
"103",2.88866695592387
"104",0.799158503246261
"105",-3.71058170393136
"106",-0.811058111232301
"107",2.92618983460332
"108",1.73514690656384
"109",-1.96192036457233
"110",-0.931980100814239
"111",-1.43946996877891
"112",1.07191408629407
"113",-0.0676023762188326
"114",-1.67593968526652
"115",-1.24314345637672
"116",-1.29787962373457
"117",1.83270239250498
"118",-1.2869002868943
