latent_gc1,latent_gc2,latent_gc3,latent_gf1,latent_gf2,latent_gf3,latent_gstm1,latent_gstm2,latent_gstm3
-0.1521215553512033,-0.12896722512127387,0.24931791866109723,-0.20102476683764073,0.38779554964487717,-1.368488603679044,0.633085380878847,0.6034954229302234,1.189769051527252
-1.321836210865582,-1.4978490850573427,-0.47609432913672456,0.23399894587450493,1.0198157127127736,0.12162094964208264,0.06114636502701333,-0.7695275723684686,-0.008493295705990814
0.5666183304106943,1.2928376063241944,1.1532819133893832,1.00302154468625,0.9889216572357373,0.7257840605150262,-0.12114975610576485,-0.1995277794442761,0.5822076008505588
0.7112251688868454,0.5593744373595478,0.7080194052151197,0.744432772345694,0.3362286687130945,0.3128221699883633,1.5670245568803183,1.5543743898364724,2.372305249146403
0.6512443952176294,-0.3187730428392905,-0.6527718051728388,0.07290113055429977,0.9889216572357373,0.8998784345973501,-0.12163920507567227,-0.7919337702739971,0.46327819793870845
-0.9018356686052137,-0.2524154312018471,-0.49456121635590167,-0.3556887691124036,1.7509025738280788,0.7065435807969177,-0.6920079499912668,0.07992993119823115,-0.1801153162495757
0.03948638706996087,-0.32492507182122526,-0.21868890337764751,1.0019362581696167,-0.6474675219230488,0.6552100111918742,-0.6676176324299166,-0.4351883849339562,0.01680749956979266
1.6960564070112714,1.7152978119942857,1.1532819133893832,1.4116960793368591,0.30032540121868545,0.6552100111918742,-0.6605313744067175,0.21238984403981695,-0.8654572778497905
0.142973693515837,-0.40367435723090167,-0.045659486072401584,-0.49268301634795036,-0.6578993605792981,0.4715173392004983,-0.9393099667064799,-0.519343726881245,-0.45619327086603584
-0.3640474162472067,0.536637079685836,-0.026897283303675027,-0.6875364603748471,-0.6578993605792981,-1.368488603679044,0.19762258461046,-0.11096193488615574,-0.2945576998929367
0.32675635484308163,0.7043895787041841,1.1532819133893832,-0.7688842400943317,-0.5699787549332516,-0.43738243708634805,0.9346130329018345,0.8553088770799598,-0.02003755377829066
0.5597877838796678,1.7152978119942857,1.1532819133893832,0.5285566320369532,-0.2593399659349647,0.21930425075170074,0.5479309784463126,0.6928441396466026,0.12059302753191722
0.05007321934269271,-0.6045665361855167,-0.6797944921348293,-0.9070920481863509,-0.27319989847459336,0.5415873582329607,-1.308653646253827,-1.2671670101017378,-0.5932966710547816
0.7276975135497672,0.6480663430158244,1.1532819133893832,0.4927834666869368,1.3232071151355327,-1.368488603679044,-0.028082251961426906,-0.230810123788311,-0.3062223496735725
-1.974683538231239,-1.6712273629063055,-1.639479678438431,-1.2263085267753542,-0.2939993507832448,0.45142578665379995,0.7936507352294006,-0.5229995171031724,1.0057426692534583
-1.0251032039727304,-0.7739510309959478,-1.0091213363719493,-1.7056414553726327,0.01714039501862083,0.4612768113270036,-1.142962205971197,1.970744568453452,-1.9980406024525046
-0.8714092964688654,-0.8843039236818816,0.23516344752019663,-1.773358904963137,-0.9731127907257542,-0.8635680501219717,-0.7297789102970534,-0.6772851610006745,-0.6223713847844576
-1.1846346995874424,-1.1308568016541858,-0.740521355587151,-1.3950415537544172,-0.2772627075123291,-1.368488603679044,-2.6858249268624164,-2.0324417971139477,-1.7184269477494716
-0.27930169419525913,-0.21939683275722638,1.1532819133893832,-0.4141943940126799,-0.6170215307976197,0.4140384992896569,-1.6856052001417585,-0.7564168839661694,-0.4050459218801864
0.19451511015724735,0.22047763237250315,0.6510156623021649,-0.6100856482217522,0.9752014286483023,0.9378079725192167,0.892039933613167,0.5523213786482475,1.4347656546530085
0.46171305607170476,0.6945913793043663,0.6797318130270457,0.8934111312779208,0.34128651577954766,-1.368488603679044,0.7582550163327574,0.7727608454209318,1.056631416008542
-1.9730922373632815,-1.8255981800713088,-1.7440487271310527,-1.1124506533405238,0.7087055842649979,0.3122418221493809,1.9873187803400545,1.970744568453452,-1.0646160397531268
-0.06443811255931424,0.09089419850748856,1.1532819133893832,1.4116960793368591,0.13072551783119882,-1.368488603679044,-0.5702427169824749,-0.40868832807019434,-0.1801153162495757
1.326777072586914,1.4167465804453978,0.6797318130270457,0.6130740852955794,0.34128651577954766,-1.368488603679044,1.1111690398601672,1.970744568453452,-0.2848170717741704
-0.0936030626112487,0.3091564663125978,0.7080194052151197,1.00302154468625,0.38779554964487717,-1.368488603679044,0.15894647532063996,-0.7776152801837811,-1.5080910520822814
0.1607121750084893,1.1482451494011772,1.1532819133893832,-0.47228581712383094,-0.9317827883877711,-1.368488603679044,0.16172826997449397,-0.5386238524387643,-0.1801153162495757
-0.09608107644423279,-0.6191255891116335,-0.02078947037739211,-0.4968129051545666,0.6397337131997147,0.33808157200904015,-0.8516418870548292,-1.4416344690526808,-0.5932966710547816
-0.49621906349687095,-1.6174658402539033,-0.8500647042227801,-0.03001329012239197,1.0174537565010586,-1.368488603679044,-0.33046508693541643,0.09858055907073315,-0.1801153162495757
0.9222117433351873,0.854809399674151,0.7080194052151197,-0.020355829651561512,1.0198157127127736,1.103909650264144,0.11462965149631207,0.186777742607035,0.9672681907334129
1.6960564070112714,2.001424463465472,1.1532819133893832,-0.6678351453833415,0.08400435206977887,-0.42055620096001994,0.0068849616244219805,0.5523213786482475,1.1918830362197714
0.17179849939218678,0.17970194549054536,0.6797318130270457,-0.9213348864043546,-0.6429008719590183,1.1047576022346044,0.6011747828424405,-0.3284542489512794,0.5876049424307574
0.07351353463338373,0.3687369578710721,-1.0103454838855799,-1.6014782066326498,-0.5845977709259302,0.3752128778220576,-1.6020084614403518,1.2724338012788596,-1.9980406024525046
-0.5015862871552399,-0.7300497044169958,-0.28606194598701906,0.569651227289523,0.3040921817411137,1.1609093400901034,0.3573350254929246,0.6735498476342108,1.5800776305166582
-1.397522401848318,-1.5497366579950855,-0.475401505342735,-1.4595664846381846,-0.9900676877011627,0.2069541986401277,1.9873187803400545,1.970744568453452,-0.7974444686584903
0.7229611793546977,0.06923382633859516,1.1532819133893832,0.9164626809241018,0.6711881249108136,-0.09778897309610728,0.18415589381758626,-0.514235964134874,-0.10691601774266148
0.9900222787366986,-0.09465584441415788,1.1532819133893832,-0.8731030284495502,0.02082508146135184,-0.22248345196314326,-0.5255411016890856,-0.02537549456228321,-0.45299358450941046
0.44804899608343096,1.208564981569851,1.1532819133893832,0.5689668884585652,-0.28653517983093724,-1.368488603679044,1.2299480844217436,1.557747583339128,1.3971858088337952
-0.044483196257548846,-0.3718500598795868,-0.3400031637809232,-0.07030726434361133,-0.32372089156948597,0.3990323725746439,-0.08258213895509742,-0.3068521286272893,-0.2693090392669874
0.966095191407402,0.17970194549054536,0.6400561791315628,1.4116960793368591,-0.94108720859001,1.084758043715868,0.7197176280243395,0.9750184300965697,1.3595751967002958
1.3121925811225925,1.0330899661560584,1.1532819133893832,1.0463389993990033,1.015537524069165,0.6389030063127864,0.05535175240051827,0.32741781697352623,-0.15704246635481303
-0.6930259174489327,-0.21995040144284292,-0.46183883799149883,-0.9948234577404251,0.3754086858970733,0.6514235400102331,-1.6856052001417585,-1.4803110063111429,-1.2196037630191994
-0.6351289790254027,1.2928376063241944,1.1532819133893832,-0.44775052498506934,-1.4093468089619297,-1.368488603679044,1.9873187803400545,1.357410285533658,1.840196333972043
